country,description,designation,points,price,taster_name,title,variety,winery
US,"Cabernet Sauvignon (73%) makes up the majority of this blend, with the balance Syrah (15%) and Petit Verdot. Aromas of barrel spice, baking spice, dark fruit and herb are followed by luxurious black-fruit flavors that linger on the finish. It shows a bit of heat but otherwise delivers.",Zachary's Ladder,90,30,Sean P. Sullivan,Gorman 2014 Zachary's Ladder Red (Red Mountain),Red Blend,Gorman
US,"Once again Zach's ladder is entirely sourced from Red Mountain fruit, including Klipsun and Ciel du Cheval. It's half Syrah and half Cabernet Sauvignon, with a splash of Petit Verdot. Fruity and forward in this cooler vintage, it shows lush red berry flavors with a kiss of cocoa. Tangy and satisfying.",Zachary's Ladder,89,30,Paul Gregutt,Gorman 2010 Zachary's Ladder Cabernet-Syrah (Columbia Valley (WA)),Cabernet-Syrah,Gorman
US,"This wine is a blend of Syrah (79%), Cabernet Sauvignon (15%) and Petit Verdot. Aromas of herbs, black fruit, licorice and fruit leather are followed by ample cherry and blackberry flavors. The fruit seems a bit dried out at times.",Zachary's Ladder,89,30,Sean P. Sullivan,Gorman 2013 Zachary's Ladder Red (Red Mountain),Red Blend,Gorman
US,"This blend of Cabernet Sauvignon (50%), Syrah (32%) and Petit Verdot offers notes of blueberries and high-toned herbs that don't entirely seem to marry. Flavors are rich and concentrated with a supple feel.",Zachary's Ladder,89,30,Sean P. Sullivan,Gorman 2012 Zachary's Ladder Red (Red Mountain),Red Blend,Gorman
US,"You have to classify this Moscato as a dessert wine because it's so sweet. It shows sugared orange, lemon and vanilla flavors that are brightened and cleansed with brisk acidity.",Zacchera,85,14,,Kenwood 2011 Zacchera Moscato (California),Moscato,Kenwood
US,"One of Santa Barbara County's pioneer properties delivers an aromatically luscious wine, with aromas of white flowers, French toast, quince and lime sorbet on the nose. It's a bit like sipping perfume of tuberose and honeysuckle, yet there is bouncy acidity and chalky minerality, ensuring an emerging shelf life through 2018.",Zaca Mesa Vineyards,90,16,Matt Kettmann,Zaca Mesa 2011 Zaca Mesa Vineyards Chardonnay (Santa Ynez Valley),Chardonnay,Zaca Mesa
US,"Kicking off with a tight nose of lemongrass and limestone, this is a Viognier for fans of Sauvignon Blanc. It keeps a razor-sharp focus on the palate, with tart apple flavors and zesty acidity that wipes the flavors clean rather quickly, but it verges ever so slightly towards a hint of tropical papaya.",Zaca Mesa Vineyard,89,16,Matt Kettmann,Zaca Mesa 2012 Zaca Mesa Vineyard Viognier (Santa Ynez Valley),Viognier,Zaca Mesa
US,"A vigorous, aggressive Syrah, this is full bodied and tannic, and it deals assertive blackberry, cherry, currant and sandalwood flavors.",Zabala Vineyard,86,28,,Mercy 2009 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy
US,"Ripe and plump blackberries shine through in a showcase of fruit purity, lifted by dried fennel, hot black gravel, peppercorns, toasted sesame and soy. There is tremendous structure and acidity on the sip, with black pepper and black-sesame nuance plus juicy boysenberry character to the midpalate.",Zabala Vineyard,93,28,Matt Kettmann,Mercy 2012 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy
US,"Showing oaky flavors of vanilla, butterscotch and buttered toast, this Chardonnay has the brisk acidity of the Arroyo Seco appellation. The flavors are of pineapples, oranges and limes.",Zabala Vineyard,86,30,,Mercy 2009 Zabala Vineyard Chardonnay (Arroyo Seco),Chardonnay,Mercy
US,"The nose of this bottling from a stone-strewn vineyard in the heart of the appellation is very restrained, offering wet concrete, lime and lemon pith scents, with a touch of sweet chive. Pink grapefruit and petrol notes show on the palate, which is layered with an intriguingly sticky texture.",Zabala Vineyard,89,26,Matt Kettmann,De Tierra 2015 Zabala Vineyard Riesling (Arroyo Seco),Riesling,De Tierra
US,"A vigorous, aggressive Syrah, this is full bodied and tannic, and it deals assertive blackberry, cherry, currant and sandalwood flavors.",Zabala Vineyard,86,28,,Mercy 2009 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy
US,"This Pinot is quite tart, giving the cherry and cola flavors a sweet and sour candy taste. It's nicely dry and spicy, but that acidity really cuts.",Zabala Vineyard,85,38,,Mercy 2009 Zabala Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
US,"Honey, lime rinds and just ripe peach greet the nose on this dry single-vineyard expression by Michael Callahan. The palate is extremely vibrant and citrus-driven, with a very chalky minerality and a very slightly oxidized touch of nuts on the finish. It's minerally mean and extremely, bracingly dry.",Zabala Vineyard,89,22,Matt Kettmann,MaidenStoen 2013 Zabala Vineyard Riesling (Monterey County),Riesling,MaidenStoen
US,"Coming from a block of vines called South Pointe that are planted closest to the vineyard's creek, this wine shows plum and raspberry fruits on the nose along with smoked licorice and black slate. It's ripe in raspberry flavor at the tip of the sip, but then clings to a restrained line of graphite and peppery, acidic spice, continuing to evolve deep into the finish.",Zabala Vineyard,94,38,Matt Kettmann,Mercy 2012 Zabala Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
US,"The deeply extracted nose offers plum liqueur, cola and cedar. It proves rich and juicy once sipped as well, with prune, berry syrup, licorice and mocha combining for a very big Pinot Noir.",Zabala Vineyard,87,38,Matt Kettmann,Mercy 2010 Zabala Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
US,"There is a very strong petrol touch to the nose of this bottling, as well as intriguing accents of iodine, kelp, salt and lime pith. It is tightly wound on the palate, with grippy tension revealing citrus peel and pith and the same briny, seaweed-like character.",Zabala Vineyard,88,20,Matt Kettmann,Mercy 2015 Zabala Vineyard Riesling (Arroyo Seco),Riesling,Mercy
US,"The grape's stereotypical green nose gets a whole new interpretation, with aromas of sunburned hay, bags of desiccated grass and wild oregano. The herbaceous characters carry the palate, but it's smooth with thyme and chile verde flavors, and a lingering bit of citrus tartness and tannic grip.",Zabala Vineyard,92,20,Matt Kettmann,Mercy 2013 Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,Mercy
US,"Mandarin-orange zest, cut Asian pear, lemon blossom and slight beeswax show on the fresh nose of this bottling by young winemaker Mike Callahan. It's extremely dry on the palate, like licking limestone, with hints of nectarine blossom and lemon-skin flavor.",Zabala Vineyard,90,22,Matt Kettmann,MaidenStoen 2014 Zabala Vineyard Riesling (Monterey County),Riesling,MaidenStoen
US,"Fresh and minerally on the nose, this bottling shows the expected aromas of orange blossom, Key-lime pith, crushed soda and a touch of petrol. It's very light on the palate, disclosing lime zest, light nectarine juice and lemon-sorbet flavors.",Zabala Vineyard,88,20,Matt Kettmann,Mercy 2014 Zabala Vineyard Riesling (Arroyo Seco),Riesling,Mercy
US,"Wet stone and lime blossoms kick off the pretty nose on this bottling, bolstered by nectarine, white peach and a mango tropicality. There are lemon and sea-salt touches once sipped, with baked-apple fruit on a tightly wound palate.",Zabala Vineyard,91,34,Matt Kettmann,Mercy 2014 Zabala Vineyard Chardonnay (Arroyo Seco),Chardonnay,Mercy
US,"This is a big, ripe, rich and oaky Chardonnay, the kind that will seduce lots of people with sheer dazzle, although only 135 cases were produced so it's likely to be hard to find. Dry and crisp, it's concentrated in pineapple tart and peach marmalade flavors, accented with plenty of sweet, smoky oak, and brightened with crisp Monterey acidity.",Zabala Vineyard,92,28,,Mercy 2008 Zabala Vineyard Chardonnay (Arroyo Seco),Chardonnay,Mercy
US,"The grapes didn't get quite ripe during this cool vintage in the cool Arroyo Seco. As a result, this Syrah is dry and acidic, yet curiously high in alcohol, with a vegetal and mint edge to the blackberry fruit.",Zabala Vineyard,83,28,,Mercy 2008 Zabala Vineyard Syrah (Arroyo Seco),Syrah,Mercy
US,"The nose on this bottling is quite reductive at first, with cut grass and damp herb aromas mixing up with dried seaweed and light lemon peel. There is a tart green-grass flavor to the palate, but also a slightly riper Anjou pear component, with a salty freshness emerging toward the finish.",Zabala Vineyard,88,24,Matt Kettmann,Mercy 2016 Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,Mercy
US,"Extremely tight and herbal aromas of cut grass, chives, scallions and oregano ride a fascinatingly rainy cement minerality on the nose of this fresh and vibrant bottling. The wet-cement flavors show powerfully on the sip, with lemongrass, wild lime leaves and more mowed-lawn touches.",Zabala Vineyard,91,25,Matt Kettmann,Comartin 2016 Zabala Vineyard Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,Comartin
US,"Mandarin-orange zest, cut Asian pear, lemon blossom and slight beeswax show on the fresh nose of this bottling by young winemaker Mike Callahan. It's extremely dry on the palate, like licking limestone, with hints of nectarine blossom and lemon-skin flavor.",Zabala Vineyard,90,22,Matt Kettmann,MaidenStoen 2014 Zabala Vineyard Riesling (Monterey County),Riesling,MaidenStoen
France,"Tight and tannic, this wine is still young. The stalky fruit is cut with intense acidity coming from the crisp black currant flavors. It's a wine that needs some aging although it will probably remain dry and stalky. Drink from 2016.",ZaÃ©llo,86,20,Roger Voss,Domaine Terre de Mistral 2013 ZaÃ©llo Red (CÃ´tes de Provence Sainte-Victoire),Red Blend,Domaine Terre de Mistral
France,"While it is certainly dry, this Champagne also has a rich, toasty character, with crisp acidity. It is tight and minerally, reveling in ripe fruit flavors. The wine balances some toasty age with delicious, citrus fruit.",ZÃ©ro Extra Brut,90,,Roger Voss,Tarlant NV ZÃ©ro Extra Brut  (Champagne),Champagne Blend,Tarlant
France,"Yes, it's dry, very dry. However, this well-made wine with its steely texture and tight character just needs some bottle age to give it the richness that is missing at the moment. It would be good with food now; give it at least a year in bottle after purchase to be even better.",ZÃ©ro Dosage Brut Nature,90,,Roger Voss,Nicolas Maillart NV ZÃ©ro Dosage Brut Nature  (Champagne),Champagne Blend,Nicolas Maillart
US,"This reserve-level wine from the Roserock vineyard, Domaine Drouhin's recent Eola-Amity Hills planting, is compelling. Dense and fragrant, it boasts a beguiling mix of rose, cocoa powder and Asian spice, like a magic carpet ride of flavor. A finishing note of chocolate-covered orange peel is the piÃ¨ce de rÃ©sistance.",ZÃ©phirine,94,60,Paul Gregutt,Drouhin Oregon Roserock 2014 ZÃ©phirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock
US,"Still quite young and showing some grapey fruit flavors, this second vintage release is bursting with purple fruit and chocolate malt flavors. Streaks of cola and a mineral-drenched finish add depth and texture.",ZÃ©phirine,93,60,Paul Gregutt,Drouhin Oregon Roserock 2015 ZÃ©phirine Pinot Noir (Eola-Amity Hills),Pinot Noir,Drouhin Oregon Roserock
France,"This second wine of LabÃ©gorce Margaux is named after the former neighboring estate LabÃ©gorce ZÃ©dÃ© that was amalgamated after the 2009 vintage. This is a ripe wine, full of the fruit of the vintage as well as having a firm dry tannic structure that will allow it to age. With juicy blackberry fruits still so youthful, it is going to be ready drink from 2019.",ZÃ©dÃ© de LabÃ©gorce,89,40,Roger Voss,ChÃ¢teau LabÃ©gorce Margaux 2012 ZÃ©dÃ© de LabÃ©gorce  (Margaux),Bordeaux-style Red Blend,ChÃ¢teau LabÃ©gorce Margaux
France,"This second wine of LabÃ©gorce Margaux is named after the former neighboring estate LabÃ©gorce ZÃ©dÃ© that was amalgamated after the 2009 vintage. This is a ripe wine, full of the fruit of the vintage as well as having a firm dry tannic structure that will allow it to age. With juicy blackberry fruits still so youthful, it is going to be ready drink from 2019.",ZÃ©dÃ© de LabÃ©gorce,89,40,Roger Voss,ChÃ¢teau LabÃ©gorce Margaux 2012 ZÃ©dÃ© de LabÃ©gorce  (Margaux),Bordeaux-style Red Blend,ChÃ¢teau LabÃ©gorce Margaux
France,"This is the second wine of ChÃ¢teau LabÃ©gorce. It has much of the elegance of the top wine with firm tannins and generous fruits kept in stylish proportion. Black currant and berry fruits lie under the dark, dry exterior. The wine is dense, needing several years' aging. Drink from 2018.",ZÃ©dÃ© de LabÃ©gorce,92,40,Roger Voss,ChÃ¢teau LabÃ©gorce Margaux 2010 ZÃ©dÃ© de LabÃ©gorce  (Margaux),Bordeaux-style Red Blend,ChÃ¢teau LabÃ©gorce Margaux
France,"This is the second wine of LabÃ©gorce, named as a remembrance of the separate chÃ¢teau LabÃ©gorce-ZÃ©dÃ© that was purchased in 2005. It is a firm wine, with a perfumed character from the judicious wood aging. The tannins are likely to remain part of the character of this wine, working with the black-currant fruit and the final, smoky flavor. Drink from 2017.",ZÃ©dÃ© de LabÃ©gorce,90,35,Roger Voss,ChÃ¢teau LabÃ©gorce Margaux 2011 ZÃ©dÃ© de LabÃ©gorce  (Margaux),Bordeaux-style Red Blend,ChÃ¢teau LabÃ©gorce Margaux
Austria,"One of BrÃ_ndlmayer's specialities is the lyre training system, which opens out the canopy to get the maximum exposure. It gives a wine that has extra intensity, flavors of white currants vying with lychees, almonds, a perfumed aura. The end is satisfying, with acidity adding a lift.",ZÃ¶binger Heiligenstein Lyra,94,58,Roger Voss,BrÃ_ndlmayer 2006 ZÃ¶binger Heiligenstein Lyra Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"The lyra system of training vines is designed to give the fruit maximum exposure. With that and the vines' placement on the steep Heiligenstein hill, it's no surprise that this wine is ripe and rich. Perfumed, intense and generous, this will age for many years.",ZÃ¶binger Heiligenstein Erste Lage Lyra Reserve,95,71,Roger Voss,BrÃ_ndlmayer 2011 ZÃ¶binger Heiligenstein Erste Lage Lyra Reserve Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"From vines trained on the lyre system, here is one of the classics of Austrian wine. Its richness and concentration are present from the first taste. As the wine opens, it brings out perfumes and intense fruit flavors. A great wine that needs long-term aging.",ZÃ¶binger Heiligenstein Erste Lage Lyra Reserve,95,74,Roger Voss,BrÃ_ndlmayer 2010 ZÃ¶binger Heiligenstein Erste Lage Lyra Reserve Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"BrÃ_ndlmayer's flagship wine is made from old vines grown on the Heiligenstein hill. It is as intense as a great Riesling can be, a pure expression of steel, mineral and bitter orange and pineapple flavors. It has great structure and a ripe, concentrated character. This will age long and well.",ZÃ¶binger Heiligenstein Erste Lage Alte Reben Reserve,96,78,Roger Voss,BrÃ_ndlmayer 2011 ZÃ¶binger Heiligenstein Erste Lage Alte Reben Reserve Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"A superb wine, the product of a great vineyard site and old vines. The wine is concentrated, very rich, beautifully balanced between considerable acidity and sweet white fruits and mandarin oranges. With its tense, edgy texture, it is a wine that will age for many years.",ZÃ¶binger Heiligenstein Erste Lage Alte Reben Reserve,96,80,Roger Voss,BrÃ_ndlmayer 2010 ZÃ¶binger Heiligenstein Erste Lage Alte Reben Reserve Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"Soft, ripe and perfumed, this has currant and pear flavors. With its intense lemon tang and tense texture, it will certainly age. Screwcap.",ZÃ¶binger Heiligenstein Erste Lage,91,,Roger Voss,Hirsch 2010 ZÃ¶binger Heiligenstein Erste Lage Riesling (NiederÃ¶sterreich),Riesling,Hirsch
Austria,"This Riesling is light, delicate and perfumed, revealing the minerality of the vineyard and the wine's aging potential. Keep for 5â€“10 years. Screwcap.",ZÃ¶binger Heiligenstein Erste Lage,93,,Roger Voss,Hirsch 2009 ZÃ¶binger Heiligenstein Erste Lage Riesling (Kamptal),Riesling,Hirsch
Austria,"This Riesling is light, delicate and perfumed, revealing the minerality of the vineyard and the wine's aging potential. Keep for 5â€“10 years. Screwcap.",ZÃ¶binger Heiligenstein Erste Lage,93,,Roger Voss,Hirsch 2009 ZÃ¶binger Heiligenstein Erste Lage Riesling (Kamptal),Riesling,Hirsch
Austria,"Distinct dried pear, apricot and sultana notes signal some evolution in this wine. The same, rich dried fruit notes are accented with zesty grapefruit freshness on the dry, concentrated palate. It finishes with pithy bitterness and a moreish streak of lemon. Rather advanced for the vintage but still evolving. Drink nowâ€“2022.",ZÃ¶binger Heiligenstein,90,43,Anne KrebiehlÂ MW,Leindl 2013 ZÃ¶binger Heiligenstein Riesling (Kamptal),Riesling,Leindl
Austria,"Here's a wine that is meandering towards maturity, its green herbal character leaning towards some steeliness, minerality and toast. It has richness, still possesses freshness, but also considerable delicacy. Screwcap.",ZÃ¶binger Heiligenstein,90,46,Roger Voss,Hirsch 2002 ZÃ¶binger Heiligenstein Riesling (Kamptal),Riesling,Hirsch
Austria,"Perfumed with floral, citric freshness this evokes jasmine blossom and cut grapefruit peel. The palate is of an exquisite lightness and a slight spritz adds extra zip to the already electric little number. Just one sip of this ultrapure, racy wine and you are thoroughly refreshed. This is a Riesling that spells summer.",ZÃ¶binger Heiligenstein,93,40,Anne KrebiehlÂ MW,BrÃ_ndlmayer 2014 ZÃ¶binger Heiligenstein Riesling (Kamptal),Riesling,BrÃ_ndlmayer
Austria,"An immensely young, this is a very concentrated wine bursting with spice and aromatic white fruits. There is a sense of unleashed power as well as great fruitiness that is still developing. It's a great wine with a great future over 5â€“7 years and more. Screwcap.",ZÃ¶bing Heiligenstein Erste Lage Reserve,94,,Roger Voss,Hirsch 2011 ZÃ¶bing Heiligenstein Erste Lage Reserve Riesling (Kamptal),Riesling,Hirsch
Austria,"An immensely young, this is a very concentrated wine bursting with spice and aromatic white fruits. There is a sense of unleashed power as well as great fruitiness that is still developing. It's a great wine with a great future over 5â€“7 years and more. Screwcap.",ZÃ¶bing Heiligenstein Erste Lage Reserve,94,,Roger Voss,Hirsch 2011 ZÃ¶bing Heiligenstein Erste Lage Reserve Riesling (Kamptal),Riesling,Hirsch
Austria,"Crisp, clean, mineral wine, with hints of a more aromatic character in the background, this is packed with apple and lemon flavors. A straight line of delicious acidity cuts like a knife through the wine. For aging over 3â€“5 years. Screwcap.",ZÃ¶bing,90,,Roger Voss,Hirsch 2012 ZÃ¶bing Riesling (Kamptal),Riesling,Hirsch
Austria,"A very taut, tight wine, crisp, green, perfumed. It has delicious white currants and hedgerow fruits, its delicacy and elegance balanced by its intensity of flavor. There is a definite herbal, mineral aftertaste. Screwcap.",ZÃ¶bing,90,25,Roger Voss,Hirsch 2007 ZÃ¶bing Riesling (Kamptal),Riesling,Hirsch
Austria,"A pleasantly fruity hint of russet-pear peel hits the nose first, followed by notes of lemon. Likewise, the palate combines tart freshness and fruity juiciness. The light palate is brisk and dry, showing a clean finish, with just a touch of zestiness.",ZÃ¶bing,90,25,Anne KrebiehlÂ MW,Hirsch 2016 ZÃ¶bing Riesling (Kamptal),Riesling,Hirsch
Austria,"Clean-cut zesty freshness pervades nose and palate with lively, ripe and toothsome citrus zest: mandarin and lemon dominate. The palate is sleek and slender with focus and verve. Wonderfully bracing.",ZÃ¶bing,90,30,Anne KrebiehlÂ MW,Hirsch 2015 ZÃ¶bing Riesling (Kamptal),Riesling,Hirsch
Austria,"Clean, slender poise and quiet citrus conviction give this wonderfully light wine its chief character. There is gentle but pure lemon freshness at the very core of this, radiating weightless brightness. This leaves you thoroughly refreshed. With its energy and drive this wine means that conversation will be enlivened rather than dampened.",ZÃ¶bing,92,24,Anne KrebiehlÂ MW,Schloss Gobelsburg 2015 ZÃ¶bing Riesling (Kamptal),Riesling,Schloss Gobelsburg
US,"The vineyard is in the Eola-Amity Hills AVA, though the label does not indicate it. There is a welcome purity to the fruit expression, pretty cherry flavors with a suggestion of hard candy. Although it has light herb and stem highlights, nothing overshadows the lovely fruit.",Z'ivo Vineyard Reserve,89,40,Paul Gregutt,Walnut City WineWorks 2012 Z'ivo Vineyard Reserve Pinot Noir (Willamette Valley),Pinot Noir,Walnut City WineWorks
US,"Some 85% of this was whole-cluster fermented, bringing plenty of grip and tannin along with plum and cherry fruit. There are typical Eola-Amity Hills suggestions of clean earth also, and the aging in one-third new French oak brings a little fullness to this substantial, still youthful wine.",Z'ivo Vineyard,91,40,Paul Gregutt,Lundeen 2012 Z'ivo Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Lundeen
US,"Here is an unabashedly earthy, old-school Oregon style. The fruit suggests wild raspberries, with a dash of cola. The flavors are a bit dilute, and that earthy character dominates.",Z'ivo Vineyard,87,40,Paul Gregutt,Lundeen 2014 Z'ivo Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Lundeen
US,"The exciting range of aromas include the rose petal lift of Grenache and a citrusy mix of grapefruit and grenadine, as well as iron, whole peppercorns and Dr. Pepper soda. It's quite smooth once sipped, with tart cranberry-orange fruit and noticeable tannins.",Z-Cuvee,91,20,Matt Kettmann,Zaca Mesa 2010 Z-Cuvee G-S-M (Santa Ynez Valley),G-S-M,Zaca Mesa
US,"A southern RhÃ´ne blend of Syrah, MourvÃ¨dre and Grenache, this wine is stylish and elegant, with a smooth, silky texture. But it's just a little too sugary sweet to earn a higher score, with the blackberry and cherry fruit having a jellied, candied edge.",Z Three Red Wine,86,40,,Zaca Mesa 2004 Z Three Red Wine Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"A gorgeous wine, showing precision and control. There's perfect balance between the lush, sweet black currant, cola, leather and sandalwood flavors, fine tannins, brisk acidity and smoky oak, as well as an underlying minerality that lends structure and context. The blend is Syrah, MourvÃ¨dre and Grenache. This is one of the best Z Threes ever. Drink nowâ€“2016.",Z Three Estate Grown and Bottled,92,42,,Zaca Mesa 2010 Z Three Estate Grown and Bottled G-S-M (Santa Ynez Valley),G-S-M,Zaca Mesa
US,"Sanguine, leathery aromas show on the nose of this blend of 55% Syrah, 40% MourvÃ¨dre and 5% Grenache, accented with dried elderberry, wild thyme, black plum and peppery spice. Woody flavors of bay leaf, black sage and rosemary show on the medium-bodied palate, with sour plum notes lifted by black pepper on the finish.",Z Three,91,46,Matt Kettmann,Zaca Mesa 2012 Z Three Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"As can happen with young wines like just-released rosÃ©, a slight bit of effervescence is visible. The interesting smell of fermentation gives rise to strawberry and pink bubblegum scents. The gum persists on the palate, but in a pleasant, not overwhelming or sweet way, as does red licorice and watermelon.",Z Gris Estate Grown and Bottled Dry,90,16,Matt Kettmann,Zaca Mesa 2013 Z Gris Estate Grown and Bottled Dry RosÃ© (Santa Ynez Valley),RosÃ©,Zaca Mesa
US,"Aromas suggest pink watermelon and bubble gum ester, with an intriguing twist of licorice. It's high and tight on the palate with pink lemonade-driven acidity, offering strawberry fruit in the midpalate and more bubble gum on the finish.",Z Gris,88,18,Matt Kettmann,Zaca Mesa 2014 Z Gris RosÃ© (Santa Ynez Valley),RosÃ©,Zaca Mesa
US,"This winery has been making rosÃ© for more than two decades, and nails the recipe especially well this vintage. The brilliant salmon-pink wine shows watermelon, light red cherry and a stony quality on the nose, while the grippy palate engages from the get-go with red plum, riverstone and gravel on the tip of the sip. Strawberry flavors carry through the strong acidity, and the finish is all about texture.",Z Gris,91,20,Matt Kettmann,Zaca Mesa 2016 Z Gris RosÃ© (Santa Ynez Valley),RosÃ©,Zaca Mesa
US,"A pretty shade of pink bordering on mauve, this bottling shows bright watermelon, fresh strawberry and even red-plum aromas on the nose. The palate is zesty, almost effervescent, with baking-soda texture and lots of energy on the sip but not tons of flavor, with light red-berry elements.",Z Gris,87,18,Matt Kettmann,Zaca Mesa 2015 Z Gris RosÃ© (Santa Ynez Valley),RosÃ©,Zaca Mesa
Italy,"Here's a cheerful and bright Prosecco that delivers enticing aromas of dried hay, field flower, peach and light lemon zest. Tonic, lively bubbling would match fried finger foods.",Z Dry Millesimato,87,23,,Zardetto 2010 Z Dry Millesimato  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Zardetto
US,"One of the historic winery's more widely available bottlings, this blend of 50% Grenache, 45% MourvÃ¨dre and 5% Cinsault plays the lighter red fruit side of the spectrum. Raspberry, cranberry, crushed rose petals and a touch of cinnamon show on the zesty nose. The palate conveys spiced raspberry, plum and cranberry, proving tight and light.",Z Cuvee,88,22,Matt Kettmann,Zaca Mesa 2012 Z Cuvee Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"A ChÃ¢teauneuf-style blend, based on Grenache, that's clean, fresh and savory. It shows cherry, currant, anise and herb flavors that are wrapped into a soft texture. Oak adds a pleasant, subtle note of smoke.",Z CuvÃ©e,88,18,,Zaca Mesa 2006 Z CuvÃ©e Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"Over the years this RhÃ´ne blend, based on MourvÃ©dre, Grenache and Syrah, has been an excellent value, and the '05 is one of the best yet. Rich and soft, it's packed with opulent cherry and blackberry pie filling, cassis, red currant, licorice, pepper and smoke flavors, with a creamy, chocolaty taste throughout. Yet the wine is totally dry and balanced.",Z CuvÃ©e,91,18,,Zaca Mesa 2005 Z CuvÃ©e Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"For one of their lower-priced bottlings, this blend of 55% Grenache, 40% MourvÃ¨dre and 5% Cinsault is a great deal. The nose shows exuberant black raspberry, scarlet rose petals and fresh lilacs against a backdrop of dewy thyme and oregano. That herbal component carries strongly to the palate, giving nuance to tangy plum fruits. The savory touch would pair with everything from pasta to Asian-spiced beef.",Z CuvÃ©e,91,22,Matt Kettmann,Zaca Mesa 2013 Z CuvÃ©e Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"This blend of 53% MourvÃ¨dre, 42% Grenache and 5% Cinsault mixes up fresh raspberry fruit aromas with mint, light licorice, charred meats, white pepper, lavender and bouquet garni. The palate centers on strawberry and raspberry, balanced by plum-peel tannins and seasoned with sage, anise and chaparral herbs. It's a very versatile RhÃ´ne blend.",Z CuvÃ©e,92,20,Matt Kettmann,Zaca Mesa 2011 Z CuvÃ©e Red (Santa Ynez Valley),RhÃ´ne-style Red Blend,Zaca Mesa
US,"Each of the three varieties in the blend brings its own unique contribution. Zinfandel, the majority, gives spicy wild-berry flavors and robust body. Cabernet Sauvignon lends its firm tannins and deep black-currant flavors, while Merlot adds a soft, sensual mouthfeel. The resulting wine is easy to drink now with almost anything calling for a full-bodied dry red wine.",Z Blend,90,48,,Paraduxx 2010 Z Blend Red (Napa Valley),Red Blend,Paraduxx
US,"This blend of 59% Roussanne, 36% Grenache Blanc and 5% Viognier is very lemony on the nicely restrained nose that also offers mango, yellow apple and grapefruit pith. Once sipped, the wine is wide and welcoming with red and yellow apples, Meyer lemon and tangerine flavors, proving quite easy-drinking.",Z Blanc,88,20,Matt Kettmann,Zaca Mesa 2013 Z Blanc White (Santa Ynez Valley),RhÃ´ne-style White Blend,Zaca Mesa
US,"Ripe yellow apples and peach elements are cut with lime peels and cement aromas on this blend of 46% Roussanne, 44% Grenache Blanc and 10% Viognier. It's focused and clean upon sipping, with tight pears, nectarine and white peach flavors, even showing some crushed ant tension.",Z Blanc,92,20,Matt Kettmann,Zaca Mesa 2012 Z Blanc White (Santa Ynez Valley),RhÃ´ne-style White Blend,Zaca Mesa
US,"This blend of 66% Roussanne, 28% Grenache Blanc and 6% Viognier shows even more Roussanne character than the pioneering winery's single variety Roussanne. Honey, marcona almond, praline and lemon curd aromas lead to a grippy palate full of judiciously presented vanilla, marzipan, and mango flavors, with a beeswax note on the finish.",Z Blanc,91,20,Matt Kettmann,Zaca Mesa 2014 Z Blanc White (Santa Ynez Valley),RhÃ´ne-style White Blend,Zaca Mesa
South Africa,"Smoky, earthy notes of licorice root, chicory, pepper and leather spice up the black plum, berry and cherry fruit in this blend of 42% Merlot, 21% Malbec, 16% Cabernet Franc, 12% Cabernet Sauvignon and 9% Petit Verdot. The mouthfeel is plush and filling, with generous yet structured tannins and ample acidity that frame the rich dark fruits. Final flavors of cassis and char linger long on the finish.",Z,91,50,Lauren Buzzeo,De Toren 2013 Z Red (Stellenbosch),Bordeaux-style Red Blend,De Toren
