ID,country,designation,points,price,province,taster_name,title,variety,winery
711,US,Cohen Vineyard Dutton Ranch,91,23,California,Virginie Boone,Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Dutton Estate
712,US,Keefer Ranch,91,48,California,Virginie Boone,Failla 2013 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Failla
713,US,Dichotomy,91,32,California,Virginie Boone,Friedeman 2013 Dichotomy Pinot Noir (Russian River Valley),Pinot Noir,Friedeman
714,New Zealand,Bannockburn,91,50,Central Otago,Joe Czerwinski,Akarua 2012 Bannockburn Pinot Noir (Central Otago),Pinot Noir,Akarua
715,Argentina,Trisagio Malbec-Petit Verdot-Tannat,91,28,Mendoza Province,Michael Schachner,Benvenuto de la Serna 2010 Trisagio Malbec-Petit Verdot-Tannat Red (Valle de Uco),Red Blend,Benvenuto de la Serna
716,New Zealand,Unravelled,91,30,Central Otago,Joe Czerwinski,Carrick 2013 Unravelled Pinot Noir (Central Otago),Pinot Noir,Carrick
717,France,No. 5,91,25,Provence,Roger Voss,JCB 2014 No. 5 RosÌ© (CÌ«tes de Provence),RosÌ©,JCB
718,Portugal,Bote Chardonnay-FernÌ£o Pires-Vital,85,8,Lisboa,Roger Voss,Casca Wines 2015 Bote Chardonnay-FernÌ£o Pires-Vital White (Lisboa),Portuguese White,Casca Wines
719,France,Grande RÌ©serve du PrÌ©sident,85,15,Burgundy,Roger Voss,Cave de VirÌ© 2015 Grande RÌ©serve du PrÌ©sident  (MÌ¢con-Villages),Chardonnay,Cave de VirÌ©
720,Portugal,,85,22,Alentejano,Roger Voss,Cortes de Cima 2015 RosÌ© (Alentejano),RosÌ©,Cortes de Cima
721,Argentina,,85,14,Mendoza Province,Michael Schachner,Domaine Bousquet 2015 Cabernet Sauvignon (Tupungato),Cabernet Sauvignon,Domaine Bousquet
722,Argentina,,85,25,Mendoza Province,Michael Schachner,Mendel 2015 Semillon (Mendoza),SÌ©millon,Mendel
723,Portugal,Santola,85,8,Vinho Verde,Roger Voss,Messias 2015 Santola White (Vinho Verde),Portuguese White,Messias
724,US,Mont Sec Vineyards,85,14,Texas,Alexander Peartree,Mont Sec 2015 Mont Sec Vineyards Viognier (Texas),Viognier,Mont Sec
725,Italy,Meriame,85,80,Piedmont,Kerin O‰ÛªKeefe,Paolo Manzone 2012 Meriame  (Barolo),Nebbiolo,Paolo Manzone
726,Portugal,Casa de PaÌ¤os,85,9,Vinho Verde,Roger Voss,Quinta de PaÌ¤os 2015 Casa de PaÌ¤os RosÌ© (Vinho Verde),RosÌ©,Quinta de PaÌ¤os
727,US,,85,13,Oregon,Paul Gregutt,Rascal 2014 Pinot Noir (Oregon),Pinot Noir,Rascal
728,Argentina,Reserva,85,17,Other,Michael Schachner,Terrazas de Los Andes 2015 Reserva TorrontÌ©s (Salta),TorrontÌ©s,Terrazas de Los Andes
729,Portugal,Audaz Branco,85,10,Alentejano,Roger Voss,Herdade Grande 2015 Audaz Branco White (Alentejano),Portuguese White,Herdade Grande
730,US,,85,16,California,Jim Gordon,Jack's House 2013 Cabernet Sauvignon (California),Cabernet Sauvignon,Jack's House
731,France,Bin 068,85,10,France Other,Lauren Buzzeo,Kiwi CuvÌ©e 2014 Bin 068 Chardonnay (Vin de France),Chardonnay,Kiwi CuvÌ©e
732,France,Mont-Avril,85,22,Burgundy,Roger Voss,Domaine Michel Goubard 2014 Mont-Avril  (CÌ«te Chalonnaise),Pinot Noir,Domaine Michel Goubard
733,France,,85,40,Burgundy,Roger Voss,Domaine Poulleau PÌ¬re et Fils 2014  Chorey-lÌ¬s-Beaune,Pinot Noir,Domaine Poulleau PÌ¬re et Fils
734,Argentina,,85,15,Mendoza Province,Michael Schachner,Durigutti 2014 Bonarda (Mendoza),Bonarda,Durigutti
735,Argentina,Don David Reserve,85,17,Other,Michael Schachner,El Esteco 2015 Don David Reserve TorrontÌ©s (CalchaquÌ_ Valley),TorrontÌ©s,El Esteco
736,US,,85,32,California,Matt Kettmann,Felten Cellars 2013 Tempranillo (Paso Robles),Tempranillo,Felten Cellars
737,Portugal,Casa Ermelinda Freitas Monte de BaÌ_a,85,12,PenÌ_nsula de SetÌ¼bal,Roger Voss,Wines & Winemakers 2015 Casa Ermelinda Freitas Monte de BaÌ_a RosÌ© (PenÌ_nsula de SetÌ¼bal),RosÌ©,Wines & Winemakers
738,Argentina,Henry Legarde,85,17,Mendoza Province,Michael Schachner,Lagarde 2013 Henry Legarde Malbec (LujÌÁn de Cuyo),Malbec,Lagarde
739,Italy,Riserva,85,102,Piedmont,Kerin O‰ÛªKeefe,Marchesi di Barolo 2009 Riserva  (Barolo),Nebbiolo,Marchesi di Barolo
740,US,,85,,Texas,Alexander Peartree,McPherson 2014 Sangiovese (Texas),Sangiovese,McPherson
741,France,,85,10,Burgundy,Roger Voss,Patriarche PÌ¬re et Fils 2014  Coteaux Bourguignons,Pinot Noir-Gamay,Patriarche PÌ¬re et Fils
742,France,,85,20,Burgundy,Roger Voss,Paul Reitz 2014  Saint-VÌ©ran,Chardonnay,Paul Reitz
743,US,Treborce Vineyard,85,33,California,Virginie Boone,Pech Merle 2013 Treborce Vineyard Zinfandel (Dry Creek Valley),Zinfandel,Pech Merle
744,Italy,Campo Quadro Riserva,85,48,Piedmont,Kerin O‰ÛªKeefe,Punset 2011 Campo Quadro Riserva  (Barbaresco),Nebbiolo,Punset
745,Portugal,Pato Frio,85,12,Alentejo,Roger Voss,Ribafreixo 2015 Pato Frio AntÌ£o Vaz (Alentejo),AntÌ£o Vaz,Ribafreixo
746,Australia,Classic,85,9,Australia Other,Joe Czerwinski,Jacob's Creek 2015 Classic Pinot Grigio (South Eastern Australia),Pinot Grigio,Jacob's Creek
747,US,,87,24,California,,William Knuttel 2007 Pinot Noir (Sonoma Coast),Pinot Noir,William Knuttel
748,US,Fiori Delle Stelle Ice Wine,87,75,New York,Anna Lee C. Iijima,Casa Larga 2008 Fiori Delle Stelle Ice Wine Cabernet Franc (Finger Lakes),Cabernet Franc,Casa Larga
749,France,Baron de Hoen,87,12,Alsace,Roger Voss,Cave de Beblenheim 2009 Baron de Hoen Riesling (Alsace),Riesling,Cave de Beblenheim
750,US,Thornton Vineyard,87,45,California,,De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,De Loach
751,Chile,347 Vineyards,87,13,Central Valley,Michael Schachner,De Martino 2010 347 Vineyards Sauvignon Blanc (Central Valley),Sauvignon Blanc,De Martino
752,France,,87,,Alsace,Roger Voss,Dopff Au Moulin 2009 GewÌ_rztraminer (Alsace),GewÌ_rztraminer,Dopff Au Moulin
753,US,Effort,87,22,California,,Center of Effort 2008 Effort Chardonnay (Edna Valley),Chardonnay,Center of Effort
754,Spain,,87,10,Northern Spain,Michael Schachner,El Coto 2010 Viura (Rioja),Viura,El Coto
755,US,,87,18,California,,Handley 2009 GewÌ_rztraminer (Anderson Valley),GewÌ_rztraminer,Handley
756,US,,87,35,California,,Kuleto Estate 2008 Zinfandel (Napa Valley),Zinfandel,Kuleto Estate
757,US,Julia's Vineyard,87,36,California,,Lane Tanner 2009 Julia's Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Lane Tanner
758,US,,87,34,California,,MacRostie 2008 Pinot Noir (Sonoma Coast),Pinot Noir,MacRostie
759,US,"Reserve, Vista del Monte Vineyard",87,70,California,Virginie Boone,"Monte De Oro 2006 Reserve, Vista del Monte Vineyard Syrah (Temecula Valley)",Syrah,Monte De Oro
760,US,Estate Grown,87,28,California,,Mounts 2008 Estate Grown Syrah (Dry Creek Valley),Syrah,Mounts
761,Chile,Antu,87,19,Colchagua Valley,Michael Schachner,NinquÌ©n 2009 Antu Cabernet Sauvignon-CarmenÌ¬re (Colchagua Valley),Cabernet Sauvignon-CarmenÌ¬re,NinquÌ©n
762,Spain,Solo,87,14,Northern Spain,Michael Schachner,Oro de Castilla 2010 Solo Verdejo (Rueda),Verdejo,Oro de Castilla
763,Spain,Ipsum,87,10,Northern Spain,Michael Schachner,Pablo del Villar 2010 Ipsum Verdejo-Viura (Rueda),Verdejo-Viura,Pablo del Villar
764,US,CuvÌ©e Christine,87,45,California,,Pax 2007 CuvÌ©e Christine Syrah (North Coast),Syrah,Pax
765,US,The Griffin,87,32,California,,Robert Foley 2008 The Griffin Red (Napa Valley),Red Blend,Robert Foley
766,Australia,,87,18,Tasmania,Joe Czerwinski,42å¡S 2008 Pinot Noir (Tasmania),Pinot Noir,42å¡S
767,Spain,,87,9,Northern Spain,Michael Schachner,Manyana 2008 Tempranillo (CariÌ±ena),Tempranillo,Manyana
768,Australia,,87,11,Australia Other,Joe Czerwinski,McWilliam's Hanwood Estate 2008 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,McWilliam's Hanwood Estate
769,Italy,Synthesi,87,30,Southern Italy,,Paternoster 2007 Synthesi  (Aglianico del Vulture),Aglianico,Paternoster
770,France,Mumm de Cramant Blanc de Blancs,92,62,Champagne,Roger Voss,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Chardonnay (Champagne),Chardonnay,G. H. Mumm
771,US,Ocean Reserve,92,40,California,,Iron Horse 2007 Ocean Reserve Sparkling (Green Valley),Sparkling Blend,Iron Horse
772,France,Grande RÌ©serve Blanc de Blancs Grand Cru Brut,92,66,Champagne,Roger Voss,Jean Milan NV Grande RÌ©serve Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),Chardonnay,Jean Milan
773,Portugal,Grande Reserva,92,32,Alentejo,Roger Voss,Monte da Penha 2005 Grande Reserva Red (Alentejo),Portuguese Red,Monte da Penha
774,US,Lorna Marie,92,70,Oregon,Paul Gregutt,Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley
775,US,West Block,92,48,Oregon,Paul Gregutt,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley
776,France,Oenophile Premier Cru Blanc de Blancs Extra Brut,92,72,Champagne,Roger Voss,Pierre Gimonnet et Fils 2005 Oenophile Premier Cru Blanc de Blancs Extra Brut Chardonnay (Champagne),Chardonnay,Pierre Gimonnet et Fils
777,Italy,CrÌÊtis,92,18,Northeastern Italy,,Scubla 2008 CrÌÊtis Verduzzo (Colli Orientali del Friuli),Verduzzo,Scubla
778,US,Winderlea Vineyard,92,105,Oregon,Paul Gregutt,Adelsheim 2010 Winderlea Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Adelsheim
779,France,Assemblage Brut,92,101,Champagne,Roger Voss,Bruno Paillard 2002 Assemblage Brut  (Champagne),Champagne Blend,Bruno Paillard
780,Italy,,92,50,Tuscany,,Castello d'Albola 2003  Vin Santo del Chianti Classico,White Blend,Castello d'Albola
781,Italy,Giulio Ferrari Riserva del Fondatore,92,85,Northeastern Italy,,Ferrari 2001 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Chardonnay,Ferrari
782,US,CuvÌ©e M,92,35,California,,Laetitia 2008 CuvÌ©e M Sparkling (Arroyo Grande Valley),Sparkling Blend,Laetitia
783,US,Big River Ranch,92,38,California,,Bella 2009 Big River Ranch Zinfandel (Alexander Valley),Zinfandel,Bella
784,Portugal,VT '08,90,32,Douro,Roger Voss,Quinta do Sagrado 2008 VT '08 Red (Douro),Portuguese Red,Quinta do Sagrado
785,Argentina,,90,25,Other,Michael Schachner,San Pedro de Yacochuya 2012 Red (Salta),Red Blend,San Pedro de Yacochuya
786,Portugal,Aneto Tinto,90,12,Douro,Roger Voss,Sobredos 2012 Aneto Tinto Red (Douro),Portuguese Red,Sobredos
787,US,Rutherford Estate Vineyard,90,125,California,Virginie Boone,St. SupÌ©ry 2013 Rutherford Estate Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. SupÌ©ry
788,Argentina,Bramare Marchiori Vineyard,90,46,Mendoza Province,Michael Schachner,ViÌ±a Cobos 2015 Bramare Marchiori Vineyard Chardonnay (Perdriel),Chardonnay,ViÌ±a Cobos
789,Germany,Apollo Dry,90,29,Mosel,Anna Lee C. Iijima,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),Riesling,Von Schleinitz
790,US,Signature,90,17,Washington,Sean P. Sullivan,Barnard Griffin 2014 Signature Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Barnard Griffin
791,US,Chehalem Mountain Vineyard,90,85,Oregon,Paul Gregutt,Beacon Hill 2013 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Beacon Hill
792,France,La SÌ©rÌ©nitÌ© des Grands ChÌ»nes,90,30,Bordeaux,Roger Voss,Bernard Magrez 2012 La SÌ©rÌ©nitÌ© des Grands ChÌ»nes  (MÌ©doc),Bordeaux-style Red Blend,Bernard Magrez
793,US,Tuttorosso,90,34,Washington,Sean P. Sullivan,Brian Carter Cellars 2012 Tuttorosso Red (Yakima Valley),Red Blend,Brian Carter Cellars
794,US,,90,22,California,Matt Kettmann,Buttonwood 2015 Grenache Blanc (Santa Ynez Valley),Grenache Blanc,Buttonwood
795,France,Divin de Corbin,90,35,Bordeaux,Roger Voss,ChÌ¢teau Corbin 2014 Divin de Corbin  (Saint-Ìämilion),Bordeaux-style Red Blend,ChÌ¢teau Corbin
796,France,,90,45,Bordeaux,Roger Voss,ChÌ¢teau Haut-Logat 2014  Haut-MÌ©doc,Bordeaux-style Red Blend,ChÌ¢teau Haut-Logat
797,France,,90,20,Bordeaux,Roger Voss,ChÌ¢teau La Branne 2014  MÌ©doc,Bordeaux-style Red Blend,ChÌ¢teau La Branne
798,France,,90,17,Bordeaux,Roger Voss,ChÌ¢teau Mayne Vieil 2014  Fronsac,Bordeaux-style Red Blend,ChÌ¢teau Mayne Vieil
799,France,,90,45,Bordeaux,Roger Voss,ChÌ¢teau Mille-Roses 2012  Margaux,Bordeaux-style Red Blend,ChÌ¢teau Mille-Roses
800,US,,90,20,California,Matt Kettmann,Chessman 2014 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Chessman
801,US,Tawny Estate,90,50,California,Virginie Boone,Deerfield Ranch NV Tawny Estate Syrah (Sonoma Valley),Syrah,Deerfield Ranch
802,France,Le Griottier,90,22,Beaujolais,Roger Voss,Domaine Franck Besson 2014 Le Griottier  (JuliÌ©nas),Gamay,Domaine Franck Besson
803,US,Upright Klipsun Vineyard,90,39,Washington,Sean P. Sullivan,Efeste 2013 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,Efeste
804,US,Lola Evergreen Vineyard,90,35,Washington,Sean P. Sullivan,Efeste 2014 Lola Evergreen Vineyard Chardonnay (Ancient Lakes),Chardonnay,Efeste
805,US,,90,15,Oregon,Paul Gregutt,Firesteed 2012 Riesling (Oregon),Riesling,Firesteed
806,US,Small Lot,90,27,California,Jim Gordon,Iron Hub 2014 Small Lot Chardonnay (Sierra Foothills),Chardonnay,Iron Hub
807,Australia,Farrago,90,66,Victoria,Joe Czerwinski,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Chardonnay,Kooyong
808,Italy,Le Vele,90,32,Central Italy,Kerin O‰ÛªKeefe,Moncaro 2015 Le Vele  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Moncaro
809,Spain,Parcela 23,90,20,Central Spain,Michael Schachner,Finca Constancia 2011 Parcela 23 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Finca Constancia
810,US,,90,125,California,Virginie Boone,Aiken 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Aiken
811,Germany,Castell,90,16,Franken,Anna Lee C. Iijima,Castell 2015 Castell Silvaner (Franken),Silvaner,Castell
812,US,Perli Vineyards,90,42,California,Jim Gordon,Donkey & Goat 2013 Perli Vineyards Syrah (Mendocino Ridge),Syrah,Donkey & Goat
813,Australia,Cuvee Juveniles,90,22,South Australia,Joe Czerwinski,Torbreck 2013 Cuvee Juveniles Red (Barossa Valley),Red Blend,Torbreck
814,Italy,,86,,Tuscany,Kerin O‰ÛªKeefe,Valdicava 2012  Rosso di Montalcino,Sangiovese,Valdicava
815,US,Soleil,86,18,Washington,Sean P. Sullivan,Finn Hill 2013 Soleil Sauvignon Blanc (Wahluke Slope),Sauvignon Blanc,Finn Hill
816,US,Pre-Emption Vineyard,86,22,New York,Anna Lee C. Iijima,Keuka Spring 2013 Pre-Emption Vineyard GewÌ_rztraminer (Finger Lakes),GewÌ_rztraminer,Keuka Spring
817,Chile,Block Selection Reserve Block N. 10,86,12,Colchagua Valley,Michael Schachner,La Playa 2012 Block Selection Reserve Block N. 10 Merlot (Colchagua Valley),Merlot,La Playa
818,France,Belle GrÌ¢ce,86,15,Beaujolais,Roger Voss,Les Vins Aujoux 2013 Belle GrÌ¢ce  (Beaujolais-Villages),Gamay,Les Vins Aujoux
819,France,,86,9,Southwest France,Roger Voss,Mont Gravet 2013 Colombard (CÌ«tes de Gascogne),Colombard,Mont Gravet
820,Spain,Made With Organic Grapes,86,12,Northern Spain,Michael Schachner,Navardia 2013 Made With Organic Grapes  (Rioja),Tempranillo Blend,Navardia
821,Spain,Brut,86,15,Catalonia,Michael Schachner,Pata Negra NV Brut Sparkling (Cava),Sparkling Blend,Pata Negra
822,Italy,,86,20,Tuscany,Kerin O‰ÛªKeefe,Ridolfi 2012  Rosso di Montalcino,Sangiovese,Ridolfi
823,US,,86,28,California,Matt Kettmann,Still Waters 2010 Malbec (Paso Robles),Malbec,Still Waters
824,US,,86,10,California,Jim Gordon,Stomping Ground 2010 Merlot (California),Merlot,Stomping Ground
825,Italy,,86,70,Tuscany,Kerin O‰ÛªKeefe,Tenuta Poggio il Castellare 2009  Brunello di Montalcino,Sangiovese,Tenuta Poggio il Castellare
826,Italy,Ciampoleto,86,28,Tuscany,Kerin O‰ÛªKeefe,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),Sangiovese,Tenuta San Giorgio
827,Chile,,86,11,CuricÌ_ Valley,Michael Schachner,Terrapura 2012 Merlot (CuricÌ_ Valley),Merlot,Terrapura
828,France,K-libre,86,30,Southwest France,Roger Voss,Clos Troteligotte 2013 K-libre Chenin Blanc (CÌ«tes du Lot),Chenin Blanc,Clos Troteligotte
829,US,,86,26,Washington,Paul Gregutt,Columbia Winery 2013 Viognier (Columbia Valley (WA)),Viognier,Columbia Winery
830,France,,86,15,Beaujolais,Roger Voss,Domaine de Thulon 2013  Beaujolais-Villages,Chardonnay,Domaine de Thulon
831,France,Roche GrÌ¬s,86,23,Beaujolais,Roger Voss,Domaine du Haut-PonciÌ© 2013 Roche GrÌ¬s  (Moulin-ÌÊ-Vent),Gamay,Domaine du Haut-PonciÌ©
832,France,Coeur de Vendanges,86,,Beaujolais,Roger Voss,Domaine du Vissoux 2013 Coeur de Vendanges  (Beaujolais),Gamay,Domaine du Vissoux
833,Italy,,86,30,Piedmont,Kerin O‰ÛªKeefe,Dosio 2012  Nebbiolo d'Alba,Nebbiolo,Dosio
834,Chile,Reserva Estate Bottled,86,10,Loncomilla Valley,Michael Schachner,G7 2012 Reserva Estate Bottled Cabernet Sauvignon (Loncomilla Valley),Cabernet Sauvignon,G7
835,France,Flower Label,86,12,Beaujolais,Roger Voss,Georges Duboeuf 2013 Flower Label  (Beaujolais),Gamay,Georges Duboeuf
836,Spain,Cinta PÌ¼rpura Brut Reserva,86,13,Catalonia,Michael Schachner,JuvÌ© y Camps NV Cinta PÌ¼rpura Brut Reserva Sparkling (Cava),Sparkling Blend,JuvÌ© y Camps
837,Spain,Sweet Reserva,86,15,Catalonia,Michael Schachner,JuvÌ© y Camps NV Sweet Reserva Sparkling (Cava),Sparkling Blend,JuvÌ© y Camps
838,US,Les Collines Vineyard,86,36,Washington,Paul Gregutt,Kontos 2011 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Kontos
839,US,Yellow Dog Vineyard,86,20,New York,Anna Lee C. Iijima,Lamoreaux Landing 2013 Yellow Dog Vineyard Riesling (Finger Lakes),Riesling,Lamoreaux Landing
840,France,,86,,Beaujolais,Roger Voss,Laurent Gauthier 2013 RosÌ© (Beaujolais RosÌ©),RosÌ©,Laurent Gauthier
841,US,,86,10,California,Jim Gordon,Leaping Horse 2013 Chardonnay (California),Chardonnay,Leaping Horse
842,France,,86,16,Beaujolais,Roger Voss,Manoir du Carra 2013  Beaujolais-Villages,Gamay,Manoir du Carra
843,US,Proprietor's Reserve,86,25,Washington,Paul Gregutt,Maryhill 2011 Proprietor's Reserve Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Maryhill
844,Italy,Bianco,90,24,Sicily & Sardinia,Kerin O‰ÛªKeefe,Cottanera 2015 Bianco  (Etna),Carricante,Cottanera
845,Italy,Aquilae Bio,90,,Sicily & Sardinia,Kerin O‰ÛªKeefe,CVA CanicattÌÂ 2015 Aquilae Bio Grillo (Terre Siciliane),Grillo,CVA CanicattÌÂ
846,France,Rosenberg,90,24,Alsace,Anne KrebiehlåÊMW,Domaine BarmÌ¬s-Buecher 2014 Rosenberg Sylvaner (Alsace),Sylvaner,Domaine BarmÌ¬s-Buecher
847,France,Galets OligocÌ¬ne,90,33,Alsace,Anne KrebiehlåÊMW,Domaine Bott-Geyl 2012 Galets OligocÌ¬ne Pinot Noir (Alsace),Pinot Noir,Domaine Bott-Geyl
848,France,Clos de Jeu,90,,Burgundy,Roger Voss,Domaine Collotte 2014 Clos de Jeu  (Marsannay),Pinot Noir,Domaine Collotte
849,France,,90,70,Burgundy,Roger Voss,Domaine Faiveley 2014  Gevrey-Chambertin,Pinot Noir,Domaine Faiveley
850,France,GrÌ¬ves Premier Cru,90,117,Burgundy,Roger Voss,Domaine Jacques Prieur 2014 GrÌ¬ves Premier Cru  (Beaune),Chardonnay,Domaine Jacques Prieur
851,France,Champ Salomon,90,,Burgundy,Roger Voss,Domaine RenÌ© Bouvier 2014 Champ Salomon  (Marsannay),Pinot Noir,Domaine RenÌ© Bouvier
852,France,Grand A du Petit LÌ©on,90,16,Alsace,Anne KrebiehlåÊMW,Domaine Roland Schmitt 2014 Grand A du Petit LÌ©on Sylvaner (Alsace),Sylvaner,Domaine Roland Schmitt
853,Germany,Thanisch Kabinett,90,30,Mosel,Anna Lee C. Iijima,Dr. H. Thanisch (Erben Thanisch) 2014 Thanisch Kabinett Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Thanisch)
854,US,,90,20,California,Jim Gordon,Easton 2014 Zinfandel (Amador County),Zinfandel,Easton
855,US,Reserve,90,35,California,Matt Kettmann,Edna Valley Vineyard 2013 Reserve Chardonnay (Edna Valley),Chardonnay,Edna Valley Vineyard
856,Italy,Taburno,90,25,Southern Italy,Kerin O‰ÛªKeefe,Fattoria La Rivolta 2015 Taburno Fiano (Sannio),Fiano,Fattoria La Rivolta
857,US,,90,28,California,Matt Kettmann,Fess Parker 2013 Syrah (Santa Barbara County),Syrah,Fess Parker
858,US,,90,15,Oregon,Paul Gregutt,Firesteed 2014 Pinot Gris (Oregon),Pinot Gris,Firesteed
859,US,,90,150,California,Virginie Boone,Foretell 2012 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Foretell
860,US,Erato De Portola Trail Vineyard,90,45,California,Matt Kettmann,Gershon Bachus 2009 Erato De Portola Trail Vineyard Cabernet Franc (Temecula Valley),Cabernet Franc,Gershon Bachus
861,Italy,Rosso,90,30,Sicily & Sardinia,Kerin O‰ÛªKeefe,Graci 2015 Rosso  (Etna),Nerello Mascalese,Graci
862,Italy,,90,19,Sicily & Sardinia,Kerin O‰ÛªKeefe,Tornatore 2015 Rosato (Etna),Rosato,Tornatore
863,US,Rio Vista Vineyard,90,45,California,Matt Kettmann,West of Temperance 2012 Rio Vista Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,West of Temperance
864,Germany,Trocken,90,40,Ahr,Anna Lee C. Iijima,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken FrÌ_burgunder (Ahr),FrÌ_burgunder,Winzergenossenschaft Mayschoss-Altenahr
865,Italy,Laluci,90,,Sicily & Sardinia,Kerin O‰ÛªKeefe,Baglio del Cristo di Campobello 2015 Laluci White (Sicilia),White Blend,Baglio del Cristo di Campobello
866,Australia,Handpicked Grenache,90,25,South Australia,Joe Czerwinski,Beresford 2014 Handpicked Grenache RosÌ© (McLaren Vale),RosÌ©,Beresford
867,US,Estate,90,40,Oregon,Paul Gregutt,Carabella 2013 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
868,Chile,Gran Reserva,90,15,Colchagua Valley,Michael Schachner,Carmen 2014 Gran Reserva CarmenÌ¬re (Colchagua Valley),CarmenÌ¬re,Carmen
869,US,Larner,90,42,California,Matt Kettmann,Casa Dumetz 2014 Larner Grenache (Ballard Canyon),Grenache,Casa Dumetz
870,US,Estate Bottled,90,29,California,Jim Gordon,Greenwood Ridge 2013 Estate Bottled Syrah (Mendocino Ridge),Syrah,Greenwood Ridge
871,US,,90,42,California,Virginie Boone,Herencia 2013 Merlot (Napa Valley),Merlot,Herencia
872,US,,90,18,Oregon,Paul Gregutt,J. Scott Cellars 2015 AlbariÌ±o (Oregon),AlbariÌ±o,J. Scott Cellars
873,Hungary,Dry,90,16,Tokaji,Jeff Jenssen,Chateau Dereszla 2014 Dry  (Tokaji),White Blend,Chateau Dereszla
874,Portugal,,90,40,Douro,Roger Voss,Quinta do Vallado 2009 SousÌ£o (Douro),SousÌ£o,Quinta do Vallado
875,Portugal,,90,,Douro,Roger Voss,Roquette e Cazes 2007 Red (Douro),Portuguese Red,Roquette e Cazes
876,Spain,Idus,90,50,Catalonia,Michael Schachner,Vall Llach 2007 Idus Red (Priorat),Red Blend,Vall Llach
877,Italy,Alfeo,90,,Tuscany,,Ceralti 2008 Alfeo  (Bolgheri Superiore),Red Blend,Ceralti
878,France,,90,35,Bordeaux,Roger Voss,ChÌ¢teau Bel-Air Ortet 2009  Saint-EstÌ¬phe,Bordeaux-style Red Blend,ChÌ¢teau Bel-Air Ortet
879,France,,90,45,Bordeaux,Roger Voss,ChÌ¢teau FerriÌ¬re 2009  Margaux,Bordeaux-style Red Blend,ChÌ¢teau FerriÌ¬re
880,US,Sonoma Estate,90,20,California,,Cline 2008 Sonoma Estate Syrah (Los Carneros),Syrah,Cline
881,Spain,Coraje,90,44,Catalonia,Michael Schachner,Fuentes 2008 Coraje Red (Priorat),Red Blend,Fuentes
882,US,,90,22,California,,Fuse 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Fuse
883,Italy,Campo al Fico,90,,Tuscany,,I Luoghi 2008 Campo al Fico  (Bolgheri Superiore),Red Blend,I Luoghi
884,US,Brut Rose,90,28,California,,J Vineyards & Winery NV Brut Rose Sparkling (Russian River Valley),Sparkling Blend,J Vineyards & Winery
885,US,,90,27,California,,Kokomo 2008 Petite Sirah (Dry Creek Valley),Petite Sirah,Kokomo
886,France,La MÌ¬re Grand,90,25,Languedoc-Roussillon,Lauren Buzzeo,Loup Blanc 2007 La MÌ¬re Grand Red (Minervois),RhÌ«ne-style Red Blend,Loup Blanc
887,Portugal,Reserva Branco,90,60,Douro,Roger Voss,MaritÌÁvora 2009 Reserva Branco White (Douro),Portuguese White,MaritÌÁvora
888,US,Slide Mountain Vineyard,90,72,Washington,Paul Gregutt,Owen Roe 2009 Slide Mountain Vineyard Cabernet Franc (Yakima Valley),Cabernet Franc,Owen Roe
889,US,Red Label,90,44,California,,Pacific Ridge 2009 Red Label Pinot Noir (Sta. Rita Hills),Pinot Noir,Pacific Ridge
890,US,Estate,90,28,California,,Phoenix Ranch 2009 Estate Viognier (Napa Valley),Viognier,Phoenix Ranch
891,US,,90,29,California,,2nd Chance 2009 Pinot Noir (Santa Maria Valley),Pinot Noir,2nd Chance
